state	lambda_0	mu_0	theta	LP	LL	Pr
0	0.0466771237949338	0.0892065625292335	1.49890928318535	-29.0008614540742	-23.4794005362119	-5.52146091786225
1	0.0466771237949338	0.0892065625292335	1.49890928318535	-29.0008614540742	-23.4794005362119	-5.52146091786225
2	0.0466771237949338	0.101445495409503	1.49890928318535	-28.9554340377341	-23.4339731198719	-5.52146091786225
3	0.0466771237949338	0.101445495409503	1.49890928318535	-28.9554340377341	-23.4339731198719	-5.52146091786225
4	0.0466771237949338	0.101445495409503	1.49890928318535	-28.9554340377341	-23.4339731198719	-5.52146091786225
5	0.0466771237949338	0.101445495409503	1.49890928318535	-28.9554340377341	-23.4339731198719	-5.52146091786225
6	0.0466771237949338	0.101445495409503	1.58067838163696	-29.0032035683852	-23.4817426505229	-5.52146091786225
7	0.0466771237949338	0.101445495409503	1.58067838163696	-29.0032035683852	-23.4817426505229	-5.52146091786225
8	0.0466771237949338	0.101445495409503	1.58067838163696	-29.0032035683852	-23.4817426505229	-5.52146091786225
9	0.0466771237949338	0.101445495409503	1.58067838163696	-29.0032035683852	-23.4817426505229	-5.52146091786225
10	0.0466771237949338	0.101445495409503	1.58067838163696	-29.0032035683852	-23.4817426505229	-5.52146091786225
11	0.0466771237949338	0.101445495409503	1.58067838163696	-29.0032035683852	-23.4817426505229	-5.52146091786225
12	0.0466771237949338	0.101445495409503	1.39671911393575	-28.9314599533504	-23.4099990354881	-5.52146091786225
13	0.0466771237949338	0.101445495409503	1.39671911393575	-28.9314599533504	-23.4099990354881	-5.52146091786225
14	0.0466771237949338	0.0759536349652566	1.39671911393575	-29.015243746432	-23.4937828285698	-5.52146091786225
15	0.0466771237949338	0.0759536349652566	0.822917177167982	-28.740910279352	-23.2194493614897	-5.52146091786225
16	0.0466771237949338	0.0759536349652566	0.822917177167982	-28.740910279352	-23.2194493614897	-5.52146091786225
17	0.0466771237949338	0.0145926738915641	0.822917177167982	-29.3059495572885	-23.7844886394263	-5.52146091786225
18	0.0466771237949338	0.0145926738915641	0.274300755349558	-28.3805855633359	-22.8591246454737	-5.52146091786225
19	0.0466771237949338	0.0145926738915641	0.274300755349558	-28.3805855633359	-22.8591246454737	-5.52146091786225
20	0.0466771237949338	0.0169764496407612	0.274300755349558	-28.3564577016625	-22.8349967838003	-5.52146091786225
21	0.0466771237949338	0.0169764496407612	0.274300755349558	-28.3564577016625	-22.8349967838003	-5.52146091786225
22	0.0466771237949338	0.0169764496407612	0.274300755349558	-28.3564577016625	-22.8349967838003	-5.52146091786225
23	0.0466771237949338	0.0169764496407612	0.274300755349558	-28.3564577016625	-22.8349967838003	-5.52146091786225
24	0.0466771237949338	0.0169764496407612	-0.0577722070383164	-28.1419034112492	-22.6204424933869	-5.52146091786225
25	0.0466771237949338	0.0169764496407612	-0.0577722070383164	-28.1419034112492	-22.6204424933869	-5.52146091786225
26	0.0466771237949338	0.0169764496407612	-0.0577722070383164	-28.1419034112492	-22.6204424933869	-5.52146091786225
27	0.0466771237949338	0.0169764496407612	0.718776328554486	-29.0056347911427	-23.4841738732805	-5.52146091786225
28	0.047189527430498	0.0169764496407612	0.718776328554486	-29.0531611947424	-23.5317002768801	-5.52146091786225
29	0.047189527430498	0.0169764496407612	0.718776328554486	-29.0531611947424	-23.5317002768801	-5.52146091786225
30	0.047189527430498	0.0169764496407612	0.718776328554486	-29.0531611947424	-23.5317002768801	-5.52146091786225
31	0.047189527430498	0.0169764496407612	0.718776328554486	-29.0531611947424	-23.5317002768801	-5.52146091786225
32	0.047189527430498	0.0646926328351196	0.718776328554486	-28.6219943641384	-23.1005334462762	-5.52146091786225
